1,(单选题)《商业银行法》规定商业银行不得向关系人发放信用贷款，这里所说的“关系人”不包括（)。,<p>A与该银行有结算业务的客户</p><p>B商业银行管理人员所投资的公司</p><p>C商业银行信贷人员的近亲属</p><p>D商业银行</p>,4,D,“关系人”是指具有特殊身份而可能与商业银行之间存在直接利害关系，并且可能因此影响商业银行经营或管理活动的人，包括：商业银行的董事、监事、管理人员信贷业务人员及其近亲属;前项所列人员投资或者担任高级管理职务的公司、企业和其他经济组织。（本题来自嗨考网）,0,0
1,(单选题)“一行三会”中不包括（)。,<p>A中国银行业监督管理委员会</p><p>B中国人民银行</p><p>C中国基金监督管理委员会</p><p>D中国证券监督管理委员会</p>,4,C,“一行三会”是指中国人民银行、银监会、证监会和保监会。,0,0
1,(单选题)抵押物折价或者拍卖、变卖之后，其价款超过债权数额的部分归（）所有。,<p>A拍卖机构</p><p>B政府机关</p><p>C抵押人</p><p>D债权人</p>,4,C,《担保法》第五十三规定，债务履行期届满抵押权人未受清偿的，可以与抵押人协议以抵押物折价或者以拍卖、变卖该抵押物所得的价款受偿;协议不成的，抵押权人可以向人民法院提起诉讼。抵押物折价或者拍卖、变卖后，其价款超过债权数额的部分归抵押人所有，不足部分由债务人清偿。,0,0
1,(单选题)据《民法通则》的规定，下列关于民事法律行为的表述错误的是（)。,<p>A无效的民事行为.从行为开始时就没有法律约束力</p><p>B被撤销的民事行为.从行为开始起无效</p><p>C民事行为部分无效.不影响其他部分效力的，其他部分仍然有效</p><p>D显失公平的民事行为无效</p>,4,D,《民法通则》规定，下列民事行为，一方有权请求人民法院或者仲裁机关予以变更或者撤销：（1）行为人对行为内容有重大误解的;（2）显失公平的。被撤销的民事行为从行为开始起无效。显失公平的民事行为是可撤销的民事行为。可撤销与无效不是同一概念,0,0
1,(单选题)对于不按照规定提供报表、报告等文件、数据的银行业金融机构，由银行业监督管理机构责令改正，逾期不改正的，处（）罚款。,<p>A十万元以下</p><p>B三十万元以上</p><p>C十万元以下三十万元以上</p><p>D五十万元以上</p>,4,C,《银行业监督管理法》第四十六条规定：银行业金融机构不按照规定提供报表、报告等文件、资料的，由银行业监督管理机构责令改正，逾期不改正的，处十万元以上三十万元以下罚款。,0,0
1,(单选题)（)是我国发行法定货币的机构。,<p>A财政部</p><p>B国务院</p><p>C中国银行业监督管理委员会</p><p>D中国人民银行</p>,4,D,《中国人民银行法》第四条规定了中国人民银行职责包括发行人民币，管理人民币流通。（本题来自嗨考网）,0,0
1,(单选题)《中国银行业实施新监管标准指导意见》要求银行业金融机构改进贷款损失准备监管，贷款拨备率不低于（）。,<p>A0.04</p><p>B0.08</p><p>C0.025</p><p>D0.05。</p>,4,C,《中国银行业实施新监管标准指导意见》要求银行业金融机构改进贷款损失准备监管，贷款拨备率不低于2.5%。,0,0
1,(单选题)曾经担任我国财政部拨款机构的银行是（）。,<p>A中国人民银行</p><p>B中国银行</p><p>C中国农业银行</p><p>D中国建设银行</p>,4,D,1954年10月1日成立原名为中国人民建设银行，建设银行经中央人民政府政务院决定成立后，其任务是经办国家基本建设投资的拨款.管理和监督使用国家预算内基本建设资金和部门、单位的自筹基本建设资金。,0,0
1,(单选题)计算风险加权资产时，2004年《巴塞尔新资本协议》规定的风险不包括（)。,<p>A信用风险</p><p>B市场风险</p><p>C战略风险</p><p>D操作风险</p>,4,C,2004年《巴塞尔新资本协议》规定在资本充足率的计算公式中全面反映了信用风险、市场风险、操作风险的资本要求。,0,0
1,(单选题)巴林银行事件促使银行风险管理朝（）方向发展。,<p>A信贷风险管理</p><p>B全面风险管理</p><p>C市场风险管理</p><p>D流动风险管理</p>,4,B,2004年6月，《巴塞尔新资本协议》的出台，标志着现代商业银行的风险管理转向全面风险管理阶段。,0,0
